/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,0
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,1
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,2
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,3
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,4
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,5
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,6
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,7
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,8
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,9
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,10
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,11
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,12
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,13
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,14
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,15
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,16
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,17
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,18
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,19
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,20
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,21
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,22
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,23
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,24
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,25
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,26
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,27
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,28
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,29
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,30
/workspace/data/BM3_1/2_FoV/processed/fluor_preds/34_Propidium iodide_500_XF111-2.tif,0.11,31
