/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,0
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,1
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,2
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,3
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,4
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,5
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,6
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,7
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,8
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,9
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,10
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,11
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,12
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,13
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,14
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,15
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,16
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,17
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,18
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,19
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,20
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,21
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,22
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,23
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,24
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,25
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,26
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,27
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,28
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,29
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,30
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,31
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,32
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,33
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,34
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,35
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,36
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,37
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,38
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,39
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,40
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,41
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,42
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,43
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,44
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,45
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,46
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,47
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,48
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,49
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,50
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,51
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,52
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,53
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,54
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,55
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,56
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,57
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,58
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,59
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,60
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,61
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,62
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,63
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,64
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,65
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,66
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,67
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,68
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,69
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,70
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,71
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,72
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,73
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,74
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,75
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,76
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,77
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,78
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,79
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,80
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,81
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,82
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,83
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,84
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,85
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,86
/workspace/data/BM3_1/2_FoV/processed/phase_preds/10_Biotin-Cy3_5000_XF111-2.tif,0.1,87
